fonte,estacao_codigo,data,variavel,valor,unidade
MonitorDeSecas-ANA,SP,2022-10-01,seca_s3s4,10.2,pct_area
MonitorDeSecas-ANA,SP,2022-10-01,seca_s4,1.15,pct_area
MonitorDeSecas-ANA,SP,2022-09-01,seca_semSeca,0.3199999999999932,pct_area
MonitorDeSecas-ANA,SP,2022-09-01,seca_s0s4,99.68,pct_area
MonitorDeSecas-ANA,SP,2022-09-01,seca_s1s4,80.96,pct_area
MonitorDeSecas-ANA,SP,2022-09-01,seca_s2s4,63.23,pct_area
MonitorDeSecas-ANA,SP,2022-09-01,seca_s3s4,29.08,pct_area
MonitorDeSecas-ANA,SP,2022-09-01,seca_s4,1.23,pct_area
MonitorDeSecas-ANA,SP,2022-08-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2022-08-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2022-08-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-08-01,seca_s2s4,80.96,pct_area
MonitorDeSecas-ANA,SP,2022-08-01,seca_s3s4,37.26,pct_area
MonitorDeSecas-ANA,SP,2022-08-01,seca_s4,6.79,pct_area
MonitorDeSecas-ANA,SP,2022-07-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2022-07-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2022-07-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-07-01,seca_s2s4,80.96,pct_area
MonitorDeSecas-ANA,SP,2022-07-01,seca_s3s4,37.26,pct_area
MonitorDeSecas-ANA,SP,2022-07-01,seca_s4,6.79,pct_area
MonitorDeSecas-ANA,SP,2022-06-01,seca_semSeca,0.20999999999999375,pct_area
MonitorDeSecas-ANA,SP,2022-06-01,seca_s0s4,99.79,pct_area
MonitorDeSecas-ANA,SP,2022-06-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-06-01,seca_s2s4,80.96,pct_area
MonitorDeSecas-ANA,SP,2022-06-01,seca_s3s4,37.26,pct_area
MonitorDeSecas-ANA,SP,2022-06-01,seca_s4,6.79,pct_area
MonitorDeSecas-ANA,SP,2022-05-01,seca_semSeca,0.030000000000001137,pct_area
MonitorDeSecas-ANA,SP,2022-05-01,seca_s0s4,99.97,pct_area
MonitorDeSecas-ANA,SP,2022-05-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-05-01,seca_s2s4,80.96,pct_area
MonitorDeSecas-ANA,SP,2022-05-01,seca_s3s4,37.26,pct_area
MonitorDeSecas-ANA,SP,2022-05-01,seca_s4,6.79,pct_area
MonitorDeSecas-ANA,SP,2022-04-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2022-04-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2022-04-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-04-01,seca_s2s4,80.96,pct_area
MonitorDeSecas-ANA,SP,2022-04-01,seca_s3s4,37.25,pct_area
MonitorDeSecas-ANA,SP,2022-04-01,seca_s4,6.75,pct_area
MonitorDeSecas-ANA,SP,2022-03-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2022-03-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2022-03-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-03-01,seca_s2s4,81.26,pct_area
MonitorDeSecas-ANA,SP,2022-03-01,seca_s3s4,37.25,pct_area
MonitorDeSecas-ANA,SP,2022-03-01,seca_s4,8.68,pct_area
MonitorDeSecas-ANA,SP,2022-02-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2022-02-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2022-02-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-02-01,seca_s2s4,92.46,pct_area
MonitorDeSecas-ANA,SP,2022-02-01,seca_s3s4,38.19,pct_area
MonitorDeSecas-ANA,SP,2022-02-01,seca_s4,10.34,pct_area
MonitorDeSecas-ANA,SP,2022-01-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2022-01-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2022-01-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2022-01-01,seca_s2s4,92.48,pct_area
MonitorDeSecas-ANA,SP,2022-01-01,seca_s3s4,38.23,pct_area
MonitorDeSecas-ANA,SP,2022-01-01,seca_s4,15.72,pct_area
MonitorDeSecas-ANA,SP,2021-12-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2021-12-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2021-12-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2021-12-01,seca_s2s4,89.15,pct_area
MonitorDeSecas-ANA,SP,2021-12-01,seca_s3s4,42.69,pct_area
MonitorDeSecas-ANA,SP,2021-12-01,seca_s4,21.49,pct_area
MonitorDeSecas-ANA,SP,2021-11-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2021-11-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2021-11-01,seca_s1s4,99.12,pct_area
MonitorDeSecas-ANA,SP,2021-11-01,seca_s2s4,89.15,pct_area
MonitorDeSecas-ANA,SP,2021-11-01,seca_s3s4,42.69,pct_area
MonitorDeSecas-ANA,SP,2021-11-01,seca_s4,21.49,pct_area
MonitorDeSecas-ANA,SP,2021-10-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2021-10-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2021-10-01,seca_s1s4,98.94,pct_area
MonitorDeSecas-ANA,SP,2021-10-01,seca_s2s4,82.2,pct_area
MonitorDeSecas-ANA,SP,2021-10-01,seca_s3s4,42.71,pct_area
MonitorDeSecas-ANA,SP,2021-10-01,seca_s4,21.49,pct_area
MonitorDeSecas-ANA,SP,2021-09-01,seca_semSeca,0.060000000000002274,pct_area
MonitorDeSecas-ANA,SP,2021-09-01,seca_s0s4,99.94,pct_area
MonitorDeSecas-ANA,SP,2021-09-01,seca_s1s4,99.68,pct_area
MonitorDeSecas-ANA,SP,2021-09-01,seca_s2s4,87.18,pct_area
MonitorDeSecas-ANA,SP,2021-09-01,seca_s3s4,42.71,pct_area
MonitorDeSecas-ANA,SP,2021-09-01,seca_s4,21.49,pct_area
MonitorDeSecas-ANA,SP,2021-08-01,seca_semSeca,0.04999999999999716,pct_area
MonitorDeSecas-ANA,SP,2021-08-01,seca_s0s4,99.95,pct_area
MonitorDeSecas-ANA,SP,2021-08-01,seca_s1s4,99.68,pct_area
MonitorDeSecas-ANA,SP,2021-08-01,seca_s2s4,85.95,pct_area
MonitorDeSecas-ANA,SP,2021-08-01,seca_s3s4,42.71,pct_area
MonitorDeSecas-ANA,SP,2021-08-01,seca_s4,14.83,pct_area
MonitorDeSecas-ANA,SP,2021-07-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2021-07-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2021-07-01,seca_s1s4,99.95,pct_area
MonitorDeSecas-ANA,SP,2021-07-01,seca_s2s4,86.44,pct_area
MonitorDeSecas-ANA,SP,2021-07-01,seca_s3s4,38.03,pct_area
MonitorDeSecas-ANA,SP,2021-07-01,seca_s4,11.14,pct_area
MonitorDeSecas-ANA,SP,2021-06-01,seca_semSeca,0.04999999999999716,pct_area
MonitorDeSecas-ANA,SP,2021-06-01,seca_s0s4,99.95,pct_area
MonitorDeSecas-ANA,SP,2021-06-01,seca_s1s4,93.28,pct_area
MonitorDeSecas-ANA,SP,2021-06-01,seca_s2s4,65.76,pct_area
MonitorDeSecas-ANA,SP,2021-06-01,seca_s3s4,33.77,pct_area
MonitorDeSecas-ANA,SP,2021-06-01,seca_s4,11.14,pct_area
MonitorDeSecas-ANA,SP,2021-05-01,seca_semSeca,0.04999999999999716,pct_area
MonitorDeSecas-ANA,SP,2021-05-01,seca_s0s4,99.95,pct_area
MonitorDeSecas-ANA,SP,2021-05-01,seca_s1s4,93.28,pct_area
MonitorDeSecas-ANA,SP,2021-05-01,seca_s2s4,63.2,pct_area
MonitorDeSecas-ANA,SP,2021-05-01,seca_s3s4,30.38,pct_area
MonitorDeSecas-ANA,SP,2021-05-01,seca_s4,11.14,pct_area
MonitorDeSecas-ANA,SP,2021-04-01,seca_semSeca,0.04999999999999716,pct_area
MonitorDeSecas-ANA,SP,2021-04-01,seca_s0s4,99.95,pct_area
MonitorDeSecas-ANA,SP,2021-04-01,seca_s1s4,91.56,pct_area
MonitorDeSecas-ANA,SP,2021-04-01,seca_s2s4,63.82,pct_area
MonitorDeSecas-ANA,SP,2021-04-01,seca_s3s4,24.32,pct_area
MonitorDeSecas-ANA,SP,2021-04-01,seca_s4,4.43,pct_area
MonitorDeSecas-ANA,SP,2021-03-01,seca_semSeca,2.3499999999999943,pct_area
MonitorDeSecas-ANA,SP,2021-03-01,seca_s0s4,97.65,pct_area
MonitorDeSecas-ANA,SP,2021-03-01,seca_s1s4,90.12,pct_area
MonitorDeSecas-ANA,SP,2021-03-01,seca_s2s4,56.67,pct_area
MonitorDeSecas-ANA,SP,2021-03-01,seca_s3s4,19.2,pct_area
MonitorDeSecas-ANA,SP,2021-03-01,seca_s4,4.43,pct_area
MonitorDeSecas-ANA,SP,2021-02-01,seca_semSeca,2.489999999999995,pct_area
MonitorDeSecas-ANA,SP,2021-02-01,seca_s0s4,97.51,pct_area
MonitorDeSecas-ANA,SP,2021-02-01,seca_s1s4,91.89,pct_area
MonitorDeSecas-ANA,SP,2021-02-01,seca_s2s4,59.64,pct_area
MonitorDeSecas-ANA,SP,2021-02-01,seca_s3s4,11.56,pct_area
MonitorDeSecas-ANA,SP,2021-02-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2021-01-01,seca_semSeca,0.20000000000000284,pct_area
MonitorDeSecas-ANA,SP,2021-01-01,seca_s0s4,99.8,pct_area
MonitorDeSecas-ANA,SP,2021-01-01,seca_s1s4,92.6,pct_area
MonitorDeSecas-ANA,SP,2021-01-01,seca_s2s4,54.94,pct_area
MonitorDeSecas-ANA,SP,2021-01-01,seca_s3s4,11.53,pct_area
MonitorDeSecas-ANA,SP,2021-01-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2020-12-01,seca_semSeca,0.3199999999999932,pct_area
MonitorDeSecas-ANA,SP,2020-12-01,seca_s0s4,99.68,pct_area
MonitorDeSecas-ANA,SP,2020-12-01,seca_s1s4,92.6,pct_area
MonitorDeSecas-ANA,SP,2020-12-01,seca_s2s4,44.1,pct_area
MonitorDeSecas-ANA,SP,2020-12-01,seca_s3s4,11.54,pct_area
MonitorDeSecas-ANA,SP,2020-12-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2020-11-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2020-11-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2020-11-01,seca_s1s4,99.99,pct_area
MonitorDeSecas-ANA,SP,2020-11-01,seca_s2s4,68.91,pct_area
MonitorDeSecas-ANA,SP,2020-11-01,seca_s3s4,11.54,pct_area
MonitorDeSecas-ANA,SP,2020-11-01,seca_s4,0.0,pct_area
