fonte,estacao_codigo,data,variavel,valor,unidade
MonitorDeSecas-ANA,RS,2021-09-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-08-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-08-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-08-01,seca_s1s4,69.63,pct_area
MonitorDeSecas-ANA,RS,2021-08-01,seca_s2s4,4.78,pct_area
MonitorDeSecas-ANA,RS,2021-08-01,seca_s3s4,2.04,pct_area
MonitorDeSecas-ANA,RS,2021-08-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-07-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-07-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-07-01,seca_s1s4,65.06,pct_area
MonitorDeSecas-ANA,RS,2021-07-01,seca_s2s4,4.78,pct_area
MonitorDeSecas-ANA,RS,2021-07-01,seca_s3s4,0.15,pct_area
MonitorDeSecas-ANA,RS,2021-07-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-06-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-06-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-06-01,seca_s1s4,37.71,pct_area
MonitorDeSecas-ANA,RS,2021-06-01,seca_s2s4,3.7,pct_area
MonitorDeSecas-ANA,RS,2021-06-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-06-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-05-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-05-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-05-01,seca_s1s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-05-01,seca_s2s4,20.0,pct_area
MonitorDeSecas-ANA,RS,2021-05-01,seca_s3s4,0.42,pct_area
MonitorDeSecas-ANA,RS,2021-05-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-04-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-04-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-04-01,seca_s1s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-04-01,seca_s2s4,75.11,pct_area
MonitorDeSecas-ANA,RS,2021-04-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-04-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-03-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-03-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-03-01,seca_s1s4,85.15,pct_area
MonitorDeSecas-ANA,RS,2021-03-01,seca_s2s4,30.15,pct_area
MonitorDeSecas-ANA,RS,2021-03-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-03-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-02-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-02-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-02-01,seca_s1s4,96.29,pct_area
MonitorDeSecas-ANA,RS,2021-02-01,seca_s2s4,57.6,pct_area
MonitorDeSecas-ANA,RS,2021-02-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-02-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-01-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2021-01-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-01-01,seca_s1s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2021-01-01,seca_s2s4,71.67,pct_area
MonitorDeSecas-ANA,RS,2021-01-01,seca_s3s4,1.97,pct_area
MonitorDeSecas-ANA,RS,2021-01-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-12-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-12-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2020-12-01,seca_s1s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2020-12-01,seca_s2s4,86.58,pct_area
MonitorDeSecas-ANA,RS,2020-12-01,seca_s3s4,7.71,pct_area
MonitorDeSecas-ANA,RS,2020-12-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-11-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-11-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2020-11-01,seca_s1s4,97.89,pct_area
MonitorDeSecas-ANA,RS,2020-11-01,seca_s2s4,60.76,pct_area
MonitorDeSecas-ANA,RS,2020-11-01,seca_s3s4,0.51,pct_area
MonitorDeSecas-ANA,RS,2020-11-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-10-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-10-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,RS,2020-10-01,seca_s1s4,65.97,pct_area
MonitorDeSecas-ANA,RS,2020-10-01,seca_s2s4,1.95,pct_area
MonitorDeSecas-ANA,RS,2020-10-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-10-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-09-01,seca_semSeca,13.319999999999993,pct_area
MonitorDeSecas-ANA,RS,2020-09-01,seca_s0s4,86.68,pct_area
MonitorDeSecas-ANA,RS,2020-09-01,seca_s1s4,20.49,pct_area
MonitorDeSecas-ANA,RS,2020-09-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-09-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-09-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-08-01,seca_semSeca,10.439999999999998,pct_area
MonitorDeSecas-ANA,RS,2020-08-01,seca_s0s4,89.56,pct_area
MonitorDeSecas-ANA,RS,2020-08-01,seca_s1s4,27.47,pct_area
MonitorDeSecas-ANA,RS,2020-08-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-08-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,RS,2020-08-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-05-01,seca_semSeca,15.459999999999994,pct_area
MonitorDeSecas-ANA,SP,2026-05-01,seca_s0s4,84.54,pct_area
MonitorDeSecas-ANA,SP,2026-05-01,seca_s1s4,57.71,pct_area
MonitorDeSecas-ANA,SP,2026-05-01,seca_s2s4,6.54,pct_area
MonitorDeSecas-ANA,SP,2026-05-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-05-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-04-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-04-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2026-04-01,seca_s1s4,69.02,pct_area
MonitorDeSecas-ANA,SP,2026-04-01,seca_s2s4,8.9,pct_area
MonitorDeSecas-ANA,SP,2026-04-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-04-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-03-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-03-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2026-03-01,seca_s1s4,71.35,pct_area
MonitorDeSecas-ANA,SP,2026-03-01,seca_s2s4,8.9,pct_area
MonitorDeSecas-ANA,SP,2026-03-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-03-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-02-01,seca_semSeca,5.719999999999999,pct_area
MonitorDeSecas-ANA,SP,2026-02-01,seca_s0s4,94.28,pct_area
MonitorDeSecas-ANA,SP,2026-02-01,seca_s1s4,71.35,pct_area
MonitorDeSecas-ANA,SP,2026-02-01,seca_s2s4,12.47,pct_area
MonitorDeSecas-ANA,SP,2026-02-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-02-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-01-01,seca_semSeca,5.709999999999994,pct_area
MonitorDeSecas-ANA,SP,2026-01-01,seca_s0s4,94.29,pct_area
MonitorDeSecas-ANA,SP,2026-01-01,seca_s1s4,82.77,pct_area
MonitorDeSecas-ANA,SP,2026-01-01,seca_s2s4,33.83,pct_area
MonitorDeSecas-ANA,SP,2026-01-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2026-01-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-12-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-12-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2025-12-01,seca_s1s4,82.77,pct_area
MonitorDeSecas-ANA,SP,2025-12-01,seca_s2s4,38.21,pct_area
MonitorDeSecas-ANA,SP,2025-12-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-12-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-11-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-11-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2025-11-01,seca_s1s4,93.08,pct_area
MonitorDeSecas-ANA,SP,2025-11-01,seca_s2s4,38.48,pct_area
MonitorDeSecas-ANA,SP,2025-11-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-11-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-10-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-10-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2025-10-01,seca_s1s4,89.73,pct_area
MonitorDeSecas-ANA,SP,2025-10-01,seca_s2s4,35.95,pct_area
MonitorDeSecas-ANA,SP,2025-10-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-10-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-09-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-09-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2025-09-01,seca_s1s4,83.67,pct_area
MonitorDeSecas-ANA,SP,2025-09-01,seca_s2s4,32.76,pct_area
MonitorDeSecas-ANA,SP,2025-09-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-09-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-08-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-08-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2025-08-01,seca_s1s4,58.91,pct_area
MonitorDeSecas-ANA,SP,2025-08-01,seca_s2s4,16.96,pct_area
MonitorDeSecas-ANA,SP,2025-08-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-08-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-07-01,seca_semSeca,11.319999999999993,pct_area
MonitorDeSecas-ANA,SP,2025-07-01,seca_s0s4,88.68,pct_area
MonitorDeSecas-ANA,SP,2025-07-01,seca_s1s4,52.36,pct_area
MonitorDeSecas-ANA,SP,2025-07-01,seca_s2s4,11.92,pct_area
MonitorDeSecas-ANA,SP,2025-07-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-07-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-06-01,seca_semSeca,11.329999999999998,pct_area
MonitorDeSecas-ANA,SP,2025-06-01,seca_s0s4,88.67,pct_area
MonitorDeSecas-ANA,SP,2025-06-01,seca_s1s4,36.88,pct_area
MonitorDeSecas-ANA,SP,2025-06-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-06-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-06-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-05-01,seca_semSeca,9.200000000000003,pct_area
MonitorDeSecas-ANA,SP,2025-05-01,seca_s0s4,90.8,pct_area
MonitorDeSecas-ANA,SP,2025-05-01,seca_s1s4,67.4,pct_area
MonitorDeSecas-ANA,SP,2025-05-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-05-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-05-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-04-01,seca_semSeca,9.200000000000003,pct_area
MonitorDeSecas-ANA,SP,2025-04-01,seca_s0s4,90.8,pct_area
MonitorDeSecas-ANA,SP,2025-04-01,seca_s1s4,67.41,pct_area
MonitorDeSecas-ANA,SP,2025-04-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-04-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-04-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-03-01,seca_semSeca,0.010000000000005116,pct_area
MonitorDeSecas-ANA,SP,2025-03-01,seca_s0s4,99.99,pct_area
MonitorDeSecas-ANA,SP,2025-03-01,seca_s1s4,95.89,pct_area
MonitorDeSecas-ANA,SP,2025-03-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-03-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-03-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-02-01,seca_semSeca,0.09000000000000341,pct_area
MonitorDeSecas-ANA,SP,2025-02-01,seca_s0s4,99.91,pct_area
MonitorDeSecas-ANA,SP,2025-02-01,seca_s1s4,56.66,pct_area
MonitorDeSecas-ANA,SP,2025-02-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-02-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-02-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-01-01,seca_semSeca,8.349999999999994,pct_area
MonitorDeSecas-ANA,SP,2025-01-01,seca_s0s4,91.65,pct_area
MonitorDeSecas-ANA,SP,2025-01-01,seca_s1s4,56.66,pct_area
MonitorDeSecas-ANA,SP,2025-01-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-01-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2025-01-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-12-01,seca_semSeca,0.09999999999999432,pct_area
MonitorDeSecas-ANA,SP,2024-12-01,seca_s0s4,99.9,pct_area
MonitorDeSecas-ANA,SP,2024-12-01,seca_s1s4,63.82,pct_area
MonitorDeSecas-ANA,SP,2024-12-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-12-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-12-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-11-01,seca_semSeca,0.04999999999999716,pct_area
MonitorDeSecas-ANA,SP,2024-11-01,seca_s0s4,99.95,pct_area
MonitorDeSecas-ANA,SP,2024-11-01,seca_s1s4,69.6,pct_area
MonitorDeSecas-ANA,SP,2024-11-01,seca_s2s4,10.83,pct_area
MonitorDeSecas-ANA,SP,2024-11-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-11-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-10-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-10-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2024-10-01,seca_s1s4,65.24,pct_area
MonitorDeSecas-ANA,SP,2024-10-01,seca_s2s4,46.83,pct_area
MonitorDeSecas-ANA,SP,2024-10-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-10-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-09-01,seca_semSeca,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-09-01,seca_s0s4,100.0,pct_area
MonitorDeSecas-ANA,SP,2024-09-01,seca_s1s4,65.24,pct_area
MonitorDeSecas-ANA,SP,2024-09-01,seca_s2s4,23.02,pct_area
MonitorDeSecas-ANA,SP,2024-09-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-09-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-08-01,seca_semSeca,5.540000000000006,pct_area
MonitorDeSecas-ANA,SP,2024-08-01,seca_s0s4,94.46,pct_area
MonitorDeSecas-ANA,SP,2024-08-01,seca_s1s4,57.15,pct_area
MonitorDeSecas-ANA,SP,2024-08-01,seca_s2s4,20.6,pct_area
MonitorDeSecas-ANA,SP,2024-08-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-08-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-07-01,seca_semSeca,8.019999999999996,pct_area
MonitorDeSecas-ANA,SP,2024-07-01,seca_s0s4,91.98,pct_area
MonitorDeSecas-ANA,SP,2024-07-01,seca_s1s4,50.24,pct_area
MonitorDeSecas-ANA,SP,2024-07-01,seca_s2s4,16.64,pct_area
MonitorDeSecas-ANA,SP,2024-07-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-07-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-06-01,seca_semSeca,8.019999999999996,pct_area
MonitorDeSecas-ANA,SP,2024-06-01,seca_s0s4,91.98,pct_area
MonitorDeSecas-ANA,SP,2024-06-01,seca_s1s4,50.01,pct_area
MonitorDeSecas-ANA,SP,2024-06-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-06-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-06-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-05-01,seca_semSeca,14.920000000000002,pct_area
MonitorDeSecas-ANA,SP,2024-05-01,seca_s0s4,85.08,pct_area
MonitorDeSecas-ANA,SP,2024-05-01,seca_s1s4,30.0,pct_area
MonitorDeSecas-ANA,SP,2024-05-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-05-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-05-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-04-01,seca_semSeca,22.150000000000006,pct_area
MonitorDeSecas-ANA,SP,2024-04-01,seca_s0s4,77.85,pct_area
MonitorDeSecas-ANA,SP,2024-04-01,seca_s1s4,27.87,pct_area
MonitorDeSecas-ANA,SP,2024-04-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-04-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-04-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-03-01,seca_semSeca,22.709999999999994,pct_area
MonitorDeSecas-ANA,SP,2024-03-01,seca_s0s4,77.29,pct_area
MonitorDeSecas-ANA,SP,2024-03-01,seca_s1s4,19.84,pct_area
MonitorDeSecas-ANA,SP,2024-03-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-03-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-03-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-02-01,seca_semSeca,26.480000000000004,pct_area
MonitorDeSecas-ANA,SP,2024-02-01,seca_s0s4,73.52,pct_area
MonitorDeSecas-ANA,SP,2024-02-01,seca_s1s4,5.38,pct_area
MonitorDeSecas-ANA,SP,2024-02-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-02-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-02-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-01-01,seca_semSeca,42.73,pct_area
MonitorDeSecas-ANA,SP,2024-01-01,seca_s0s4,57.27,pct_area
MonitorDeSecas-ANA,SP,2024-01-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-01-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-01-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2024-01-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-12-01,seca_semSeca,80.48,pct_area
MonitorDeSecas-ANA,SP,2023-12-01,seca_s0s4,19.52,pct_area
MonitorDeSecas-ANA,SP,2023-12-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-12-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-12-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-12-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-11-01,seca_semSeca,100.0,pct_area
MonitorDeSecas-ANA,SP,2023-11-01,seca_s0s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-11-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-11-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-11-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-11-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-10-01,seca_semSeca,100.0,pct_area
MonitorDeSecas-ANA,SP,2023-10-01,seca_s0s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-10-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-10-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-10-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-10-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-09-01,seca_semSeca,79.82,pct_area
MonitorDeSecas-ANA,SP,2023-09-01,seca_s0s4,20.18,pct_area
MonitorDeSecas-ANA,SP,2023-09-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-09-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-09-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-09-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-08-01,seca_semSeca,91.21000000000001,pct_area
MonitorDeSecas-ANA,SP,2023-08-01,seca_s0s4,8.79,pct_area
MonitorDeSecas-ANA,SP,2023-08-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-08-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-08-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-08-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-07-01,seca_semSeca,90.72,pct_area
MonitorDeSecas-ANA,SP,2023-07-01,seca_s0s4,9.28,pct_area
MonitorDeSecas-ANA,SP,2023-07-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-07-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-07-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-07-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-06-01,seca_semSeca,89.88,pct_area
MonitorDeSecas-ANA,SP,2023-06-01,seca_s0s4,10.12,pct_area
MonitorDeSecas-ANA,SP,2023-06-01,seca_s1s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-06-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-06-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-06-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-05-01,seca_semSeca,76.68,pct_area
MonitorDeSecas-ANA,SP,2023-05-01,seca_s0s4,23.32,pct_area
MonitorDeSecas-ANA,SP,2023-05-01,seca_s1s4,4.8,pct_area
MonitorDeSecas-ANA,SP,2023-05-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-05-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-05-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-04-01,seca_semSeca,76.64,pct_area
MonitorDeSecas-ANA,SP,2023-04-01,seca_s0s4,23.36,pct_area
MonitorDeSecas-ANA,SP,2023-04-01,seca_s1s4,4.8,pct_area
MonitorDeSecas-ANA,SP,2023-04-01,seca_s2s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-04-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-04-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-03-01,seca_semSeca,55.28,pct_area
MonitorDeSecas-ANA,SP,2023-03-01,seca_s0s4,44.72,pct_area
MonitorDeSecas-ANA,SP,2023-03-01,seca_s1s4,23.73,pct_area
MonitorDeSecas-ANA,SP,2023-03-01,seca_s2s4,1.78,pct_area
MonitorDeSecas-ANA,SP,2023-03-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-03-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-02-01,seca_semSeca,37.43,pct_area
MonitorDeSecas-ANA,SP,2023-02-01,seca_s0s4,62.57,pct_area
MonitorDeSecas-ANA,SP,2023-02-01,seca_s1s4,30.05,pct_area
MonitorDeSecas-ANA,SP,2023-02-01,seca_s2s4,10.8,pct_area
MonitorDeSecas-ANA,SP,2023-02-01,seca_s3s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-02-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2023-01-01,seca_semSeca,16.14,pct_area
MonitorDeSecas-ANA,SP,2023-01-01,seca_s0s4,83.86,pct_area
MonitorDeSecas-ANA,SP,2023-01-01,seca_s1s4,56.7,pct_area
MonitorDeSecas-ANA,SP,2023-01-01,seca_s2s4,25.76,pct_area
MonitorDeSecas-ANA,SP,2023-01-01,seca_s3s4,3.45,pct_area
MonitorDeSecas-ANA,SP,2023-01-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2022-12-01,seca_semSeca,13.36,pct_area
MonitorDeSecas-ANA,SP,2022-12-01,seca_s0s4,86.64,pct_area
MonitorDeSecas-ANA,SP,2022-12-01,seca_s1s4,64.09,pct_area
MonitorDeSecas-ANA,SP,2022-12-01,seca_s2s4,29.52,pct_area
MonitorDeSecas-ANA,SP,2022-12-01,seca_s3s4,7.55,pct_area
MonitorDeSecas-ANA,SP,2022-12-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2022-11-01,seca_semSeca,8.780000000000001,pct_area
MonitorDeSecas-ANA,SP,2022-11-01,seca_s0s4,91.22,pct_area
MonitorDeSecas-ANA,SP,2022-11-01,seca_s1s4,76.43,pct_area
MonitorDeSecas-ANA,SP,2022-11-01,seca_s2s4,39.13,pct_area
MonitorDeSecas-ANA,SP,2022-11-01,seca_s3s4,10.2,pct_area
MonitorDeSecas-ANA,SP,2022-11-01,seca_s4,0.0,pct_area
MonitorDeSecas-ANA,SP,2022-10-01,seca_semSeca,8.780000000000001,pct_area
MonitorDeSecas-ANA,SP,2022-10-01,seca_s0s4,91.22,pct_area
MonitorDeSecas-ANA,SP,2022-10-01,seca_s1s4,80.96,pct_area
MonitorDeSecas-ANA,SP,2022-10-01,seca_s2s4,39.13,pct_area
